uid,descriptor,vocabulary,description,name_displayname,lat,long,birth_year_yyyy,death_year_yyyy,feature_type,year_started_yyyy,year_ended_yyyy,occupation
18338766,Singapore Koh Yiu Wooi Kwoon (Clan association),_Organisations,"Originally named Koh Yiu Co-villagers' Association, this fellowship organisation for Koh Yiu clansmen was founded by a group of 16, including Liao Kai, Xian Lichu, Liang Weiqian and Liu Botian. It was renamed Koh Yiu Wooi Kwoon in 1954. It presents study awards to members' children and distributes Lunar New Year hongbaos to elderly clansmen. It has a mutual-aid section and a recreational section. the association us a corporate member of Kwong Wai Siew Peck San Theng and Singapore Kwangtung Hui Kuan.",Singapore Koh Yiu Wooi Kwoon,na,na,na,na,na,1954,na,na
18338765,Singapore Kong Chow Wui Koon (Clan association),_Organisations,"Kong Chow is the old name for Xinhui district in Guangdong. It was set up by a group of Xinhui immigrants to provide temporary lodging for new Xinhui immigrants. Kong Chow Free School, which it founded in 1929, closed in 1969. It also formed a mutual-aid section, a Lion Dance Troupe, a Dragon Dance Troupe, a Music and Opera section and a women's wing. It is the first clan association to welcome other Chinese dialect groups. The association is a corporate member of the Singapore Kwangtung Hui Kuan, Kwong Wai Siew Peck San Theng and Hol Tek Chi Loke Yak Teng Association.",Singapore Kong Chow Wui Koon,na,na,na,na,na,1839,na,na
18545342,Singapore Ku Seng Kun (Clan association),_Organisations,"Chinese clan association established by clansmen bearing the surnames of Lau (Liu), Kwan (Guan), Cheong (Zhang) and Chew (Zhao). It was formerly known as Singapore Si Xing Guan. It was later renamed Ku Seng Wui Kun.",Singapore Ku Seng Kun,na,na,na,na,na,1924,na,na
18338728,Singapore Kwangtung Hui Kuan (Clan association),_Organisations,"A Chinese clan association with membership opened to the Cantonese, Hakka, Teochew and Hainanese speaking immigrants originating from the Guangdong province.",Singapore Kwangtung Hui Kuan,na,na,na,na,na,1937,na,na
18539744,Singapore Kwong Siew Woo Clan Friendly Association,_Organisations,Kinship-based Chinese clan association established by Cantonese immigrants bearing the surname Woo. It was located at Bukit Pasoh Road.,Singapore Kwong Siew Woo Clan Friendly Association,na,na,na,na,na,1958,na,na
18338727,Singapore Kwong Wai Siew Peck San Theng (Clan association),_Organisations,"Made up of the clan associations from the 16 counties of Guangzhou, Huizhou and Zhaoqing. There are 16 clan associations under it. It setup the Kwong Wai Siew Peck San Theng School (1936-1981), erected a memorial in remembrance of early clansmen, built an office and columbarium and renovated the Bishan Ting temple and pavilions. Besides honouring the Qing Ming and Chong Yang festivals, it also presents scholarships and bursaries to members' children and distributes Lunar New Year hongbaos to its elderly members.",Singapore Kwong Wai Siew Peck San Theng,na,na,na,na,na,na,na,na
18339064,Singapore Labour Foundation,_Organisations,A statutory board of the Ministry of Manpower. It was set up to improve the welfare of union members and to further develop the trade union movement in Singapore.,Singapore Labour Foundation,na,na,na,na,na,1977,na,na
18533500,Singapore Labour Party,_Organisations,"A political party in Singapore's early political scene led by M. A. Majid. Modelled after the British Labour Party, it strived to break the communist influence in the labour movement by protecting the interests of workers. It suffered internal dissent which resulted in a party split in 1952. In 1954, it merged with the Singapore Socialist Party to form the Labour Front.",Singapore Labour Party,na,na,na,na,na,1948,1954,na
18338726,Singapore Lam Ann Association,_Organisations,"A Chinese clan association for the Chinese immigrants from Lam Ann county in Fujian province, China. The clan association was originally located at Ann Siang Hill before relocating to Mohamed Sultan Road in 1977. In 1973, the management of the Hong San Temple was transferred to the clan association. The association also comprises a Youth Wing and a Social Development Club to attract single men and ladies to join the club, making it the first clan association to establish such a club.",Singapore Lam Ann Association,na,na,na,na,na,1926,na,na
18539746,Singapore Lam Clan Association,_Organisations,"Chinese clan association established by Chinese immigrants bearing the surname Lam, of which majority are Hakka from Dapu. The association established a mutual aid section and a Chinese orchestra in 1950, followed by a table tennis team which was dissolved in the late 1990s. The clan association was located at No. 187 Waterloo Street in 1954 before relocating to No. 3 Lorong 15 Geylang in 1971.",Singapore Lam Clan Association,na,na,na,na,na,1949,na,na
18607037,Singapore Land & Housing Developers’ Association,_Organisations,"Association established by a group of real estate developers to raise standards and promote the real estate industry’s interests. As housing developers began to expand into industrial and commercial developments, it was renamed Real Estate Developers’ Association of Singapore in 1977.",Singapore Land & Housing Developers’ Association,na,na,na,na,na,1958,1977,na
18339050,Singapore Land Authority,_Organisations,"Statutory board formed through the merger of four departments, namely the Land Office, Land Registry, Survey Department and Land Systems Support Unit. It plays both regulatory and developmental roles. It is the national land registration authority and is also responsible for formulating policies to optimise land resources. Liew Heng San, then also the Permanent Secretary (Law), was appointed as its first chairman.",Singapore Land Authority,na,na,na,na,na,2001,na,na
18542056,Singapore. Land Office,_Organisations,"A department under the Ministry of Law that oversaw the administration of land titles and the management of state properties. It merged with the Singapore Land Registry, Survey Departments and Land Systems Support Unit in 2001 to form the Singapore Land Authority.",Land Office,na,na,na,na,na,na,2001,na
18526635,Singapore Land Tower,_GeoBuildings,"A 48-storey skyscraper in the central business district, owned by Singapore Land Limited (SingLand). It was built in 1980 and underwent renovation in 2003. Originally known as Raffles Tower, it was renamed Shell Tower in 1982 when Shell Eastern Petroleum became its anchor tenant. It was renamed Singapore Land Tower in 1997.",na,1.2846977,103.8521332,na,na,office building,na,na,na
18338799,Singapore. Land Transport Authority,_Organisations,"Statutory board responsible for maximising the use of the road network, improving public transport, and developing and implementing policies to create a people-centred land transport system.",Land Transport Authority,na,na,na,na,na,1995,na,na
18338725,Singapore Lee Clan General Association,_Organisations,"Chinese clan association established for Chinese immigrants bearing the surname Lee and plays a leadership role among the Lee associations in Singapore. Originally known as Long Say Lee Clan Association, it was renamed Long Say Lee Clan General Association in 1951 and again renamed Singapore Lee Clan General Association in 1976. The clan association comprises a mutual-aid section, a recreation section, a youth section, an activity centre and a karaoke centre.",Singapore Lee Clan General Association,na,na,na,na,na,1976,na,na
